Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
YIP,BWI,"Detroit, MI","Baltimore, MD",0,0,1,417,2005-03-01,8988796,2649586,42.23789978,-83.53040314,39.17539978,-76.66829681
PIT,GRR,"Pittsburgh, PA","Grand Rapids, MI",143,143,1,319,1992-01-01,2477012,668870,40.49150085,-80.23290253,42.88079834,-85.52279663
IND,ORD,"Indianapolis, IN","Chicago, IL",723,918,6,177,2008-02-01,1720796,19031272,39.7173,-86.294403,41.97859955,-87.90480042
SHV,DFW,"Shreveport, LA","Dallas, TX",66,92,2,190,1994-01-01,359580,8613622,32.4466018676758,-93.8255996704102,32.896800994873,-97.0380020141602
PHL,CLE,"Philadelphia, PA","Cleveland, OH",755,1073,29,363,2000-09-01,11386550,2147948,39.871898651123,-75.241096496582,41.4117012024,-81.8498001099
PDT,PDX,"Pendleton, OR","Portland, OR",663,1147,31,182,1999-03-01,77316,1855671,45.695098877,-118.841003418,45.58869934,-122.5979996
CVG,LAF,"Cincinnati, OH","Lafayette, IN",17,46,1,153,1994-11-01,1922360,165086,39.0488014221,-84.6678009033,40.4123001098633,-86.936897277832
TPA,PHL,"Tampa, FL","Philadelphia, PA",7193,8928,62,920,2003-10-01,2522780,11575576,27.9755001068115,-82.533203125,39.871898651123,-75.241096496582
PDX,PDX,"Portland, OR","Portland, OR",132,140,1,0,1992-12-01,1614266,1614266,45.58869934,-122.5979996,45.58869934,-122.5979996
LAX,PHX,"Los Angeles, CA","Phoenix, AZ",10160,18083,127,370,1992-09-01,23010408,2366971,33.94250107,-118.4079971,33.4342994689941,-112.012001037598
PVD,MCO,"Providence, RI","Orlando, FL",5202,6664,56,1073,1999-09-01,1511077,1535004,41.7326011657715,-71.4204025268555,28.4293994903564,-81.3089981079102
DTW,MIA,"Detroit, MI","Miami, FL",758,1022,7,1145,1994-01-01,8761684,8746902,42.2123985290527,-83.353401184082,25.7931995391846,-80.2906036376953
PIT,ORD,"Pittsburgh, PA","Chicago, IL",4704,5450,109,412,2006-10-01,2361482,18797710,40.49150085,-80.23290253,41.97859955,-87.90480042
LAX,MFR,"Los Angeles, CA","Medford, OR",930,1050,7,630,2009-12-01,25749594,201286,33.94250107,-118.4079971,42.3741989135742,-122.873001098633
DTW,DAY,"Detroit, MI","Dayton, OH",2316,3842,113,166,2002-09-01,8972134,845416,42.2123985290527,-83.353401184082,39.902400970459,-84.2193984985352
ANC,SLC,"Anchorage, AK","Salt Lake City, UT",7247,8064,32,2125,2004-07-01,346057,1030597,61.1744003295898,-149.996002197266,40.7883987426758,-111.977996826172
MEM,ELP,"Memphis, TN","El Paso, TX",0,0,37,972,2002-12-01,1226669,688771,35.0424003601074,-89.9766998291016,31.80719948,-106.3779984
FLL,MDW,"Fort Lauderdale, FL","Chicago, IL",9440,14796,108,1166,2006-08-01,5466743,18797710,26.0725994110107,-80.152702331543,41.7859992980957,-87.7524032592773
JAX,LGA,"Jacksonville, FL","New York, NY",88,98,1,834,1994-07-01,989375,34144436,30.4941005706787,-81.6878967285156,40.77719879,-73.87259674
BOS,SFO,"Boston, MA","San Francisco, CA",67,168,1,2704,2003-05-01,8916374,8306286,42.36429977,-71.00520325,37.6189994812012,-122.375
MIA,JFK,"Miami, FL","New York, NY",155,163,1,1090,2002-04-01,10425204,37180170,25.7931995391846,-80.2906036376953,40.63980103,-73.77890015
PHX,OMA,"Phoenix, AZ","Omaha, NE",2464,2712,24,1037,1997-04-01,2841395,736106,33.4342994689941,-112.012001037598,41.3031997680664,-95.8940963745117
DTW,ORD,"Detroit, MI","Chicago, IL",6432,8232,56,235,1993-11-01,8711888,16876600,42.2123985290527,-83.353401184082,41.97859955,-87.90480042
ORD,ANC,"Chicago, IL","Anchorage, AK",7508,11102,61,2846,2000-08-01,18235464,320434,41.97859955,-87.90480042,61.1744003295898,-149.996002197266
TYS,MCO,"Knoxville, TN","Orlando, FL",672,962,26,532,2006-07-01,671227,1999994,35.81100082,-83.9940033,28.4293994903564,-81.3089981079102
DTW,ORD,"Detroit, MI","Chicago, IL",1537,2684,11,235,2000-08-01,8914942,18235464,42.2123985290527,-83.353401184082,41.97859955,-87.90480042
DFW,CLT,"Dallas, TX","Charlotte, NC",46,72,1,937,2004-10-01,11379964,1471706,32.896800994873,-97.0380020141602,35.2140007019043,-80.9430999755859
ATL,PFN,"Atlanta, GA","Panama City, FL",376,420,6,247,2008-03-01,5385586,163802,33.6366996765137,-84.4281005859375,30.212099,-85.6828
CVG,CLE,"Cincinnati, OH","Cleveland, OH",597,969,51,221,1996-03-01,1948312,2130821,39.0488014221,-84.6678009033,41.4117012024,-81.8498001099
BOS,RUT,"Boston, MA","Rutland, VT",345,792,88,127,2009-11-01,9177360,63014,42.36429977,-71.00520325,43.52939987,-72.94960022
LAS,BUF,"Las Vegas, NV","Buffalo, NY",3742,4247,31,1987,2006-03-01,1778129,1130913,36.08010101,-115.1520004,42.94049835,-78.73220062
IAH,DFW,"Houston, TX","Dallas, TX",1341,2516,17,224,2009-11-01,5867489,12895230,29.9843997955322,-95.3414001464844,32.896800994873,-97.0380020141602
LAS,PHL,"Las Vegas, NV","Philadelphia, PA",408,620,5,2176,2006-03-01,1778129,11761824,36.08010101,-115.1520004,39.871898651123,-75.241096496582
GSO,PIT,"Greensboro, NC","Pittsburgh, PA",973,3328,26,304,1992-04-01,554592,2477012,36.0978012084961,-79.9373016357422,40.49150085,-80.23290253
EWR,FLL,"Newark, NJ","Fort Lauderdale, FL",1525,1596,14,1065,2006-08-01,18825633,5466743,40.6925010681152,-74.168701171875,26.0725994110107,-80.152702331543
SFO,COS,"San Francisco, CA","Colorado Springs, CO",828,1350,27,963,2009-01-01,8635706,626227,37.6189994812012,-122.375,38.805801391602,-104.70099639893
PHX,BHM,"Phoenix, AZ","Birmingham, AL",3784,4110,30,1455,2000-04-01,3278661,1053394,33.4342994689941,-112.012001037598,33.56290054,-86.75350189
ANC,SEA,"Anchorage, AK","Seattle, WA",989,1244,18,1448,1994-01-01,299463,5485752,61.1744003295898,-149.996002197266,47.4490013122559,-122.30899810791
ABQ,SLC,"Albuquerque, NM","Salt Lake City, UT",1150,4023,27,493,2001-11-01,739531,988989,35.0401992797852,-106.609001159668,40.7883987426758,-111.977996826172
MDW,MSP,"Chicago, IL","Minneapolis, MN",38,110,1,349,2005-03-01,18724160,3132772,41.7859992980957,-87.7524032592773,44.8819999695,-93.2218017578
EWR,RIC,"Newark, NJ","Richmond, VA",910,2432,19,278,1991-11-01,16874842,965353,40.6925010681152,-74.168701171875,37.505199432373,-77.3197021484375
MEM,IND,"Memphis, TN","Indianapolis, IN",1588,3427,23,381,1997-01-01,1145788,1422397,35.0424003601074,-89.9766998291016,39.7173,-86.294403
DTW,ATL,"Detroit, MI","Atlanta, GA",3538,4100,41,594,2000-06-01,8914942,4281905,42.2123985290527,-83.353401184082,33.6366996765137,-84.4281005859375
MTJ,FMN,"Montrose, CO","Farmington, NM",0,19,1,123,1995-10-01,28749,99931,38.5097999573,-107.893997192,36.7411994934,-108.230003357
JFK,ATL,"New York, NY","Atlanta, GA",0,0,10,760,2001-03-01,36980058,4432950,40.63980103,-73.77890015,33.6366996765137,-84.4281005859375
LAX,MSP,"Los Angeles, CA","Minneapolis, MN",10284,18452,62,1536,1992-04-01,23010408,2616238,33.94250107,-118.4079971,44.8819999695,-93.2218017578
ORD,TLH,"Chicago, IL","Tallahassee, FL",103,139,1,822,1996-06-01,17287860,287386,41.97859955,-87.90480042,30.3964996337891,-84.3503036499023
SGF,XNA,"Springfield, MO","Fayetteville, AR",81,122,1,84,2007-09-01,419981,444133,37.24570084,-93.38860321,36.281898,-94.306801
LRD,FNT,"Laredo, TX","Flint, MI",0,0,1,1380,2004-11-01,215775,439880,27.5438003540039,-99.4616012573242,42.9654006958008,-83.7435989379883
MSP,GSP,"Minneapolis, MN","Greenville, SC",23,142,1,902,1996-07-01,2760875,509363,44.8819999695,-93.2218017578,34.8956985474,-82.2189025879
ANC,FAI,"Anchorage, AK","Fairbanks, AK",0,0,18,261,2002-03-01,332703,87329,61.1744003295898,-149.996002197266,64.81510162,-147.8560028
ATL,ORD,"Atlanta, GA","Chicago, IL",0,0,1,606,2008-08-01,5385586,19031272,33.6366996765137,-84.4281005859375,41.97859955,-87.90480042
MCO,MSY,"Orlando, FL","New Orleans, LA",117,122,1,550,2004-05-01,1866597,1314721,28.4293994903564,-81.3089981079102,29.9934005737305,-90.2580032348633
RKS,CYS,"Rock Springs, WY","Cheyenne, WY",4,19,1,223,2008-08-01,39942,87759,41.59420013,-109.0650024,41.15570068,-104.8119965
GSO,ACY,"Greensboro, NC","Atlantic City, NJ",109,170,1,374,2006-11-01,685582,269495,36.0978012084961,-79.9373016357422,39.4575996398926,-74.5772018432617
IAD,LAX,"Washington, DC","Los Angeles, CA",5277,8760,30,2288,1996-04-01,8857302,23326070,38.94449997,-77.45580292,33.94250107,-118.4079971
PNS,DFW,"Pensacola, FL","Dallas, TX",30,37,1,604,2004-11-01,440052,11379964,30.473400115967,-87.186599731445,32.896800994873,-97.0380020141602
JFK,ORD,"New York, NY","Chicago, IL",73,310,2,740,2002-01-01,37180170,18490270,40.63980103,-73.77890015,41.97859955,-87.90480042
JFK,ANC,"New York, NY","Anchorage, AK",2006,2520,9,3386,2003-11-01,37342640,339131,40.63980103,-73.77890015,61.1744003295898,-149.996002197266
IAH,MCI,"Houston, TX","Kansas City, MO",0,0,3,643,2003-05-01,5084017,1912368,29.9843997955322,-95.3414001464844,39.2976,-94.713898
CVG,RIC,"Cincinnati, OH","Richmond, VA",2503,4400,88,413,2000-07-01,2014665,1100196,39.0488014221,-84.6678009033,37.505199432373,-77.3197021484375
DFW,SAN,"Dallas, TX","San Diego, CA",973,3996,27,1171,1993-02-01,8450926,2609266,32.896800994873,-97.0380020141602,32.7336006165,-117.190002441
ORD,PIT,"Chicago, IL","Pittsburgh, PA",1523,2030,30,412,1990-06-01,16395048,2468674,41.97859955,-87.90480042,40.49150085,-80.23290253
DCA,MCI,"Washington, DC","Kansas City, MO",179,348,3,950,2002-03-01,10029142,1890419,38.8521,-77.037697,39.2976,-94.713898
FLL,RDU,"Fort Lauderdale, FL","Raleigh, NC",4264,8999,60,680,1995-04-01,4456964,650034,26.0725994110107,-80.152702331543,35.8776016235352,-78.7874984741211
DTW,CVG,"Detroit, MI","Cincinnati, OH",45,136,4,229,2001-10-01,8958464,2035680,42.2123985290527,-83.353401184082,39.0488014221,-84.6678009033
IND,MHT,"Indianapolis, IN","Manchester, NH",0,0,16,802,2009-12-01,1743658,405906,39.7173,-86.294403,42.9325981140137,-71.4356994628906
DFW,CLT,"Dallas, TX","Charlotte, NC",7328,8640,72,937,2002-06-01,10953156,1406699,32.896800994873,-97.0380020141602,35.2140007019043,-80.9430999755859
MCO,EWR,"Orlando, FL","Newark, NJ",6497,8607,60,938,1993-01-01,1334092,17013259,28.4293994903564,-81.3089981079102,40.6925010681152,-74.168701171875
MDW,MKE,"Chicago, IL","Milwaukee, WI",160,702,9,81,1990-09-01,16395048,1434279,41.7859992980957,-87.7524032592773,42.9472007751465,-87.896598815918
DFW,STL,"Dallas, TX","St. Louis, MO",8055,12300,123,551,2000-03-01,10392376,2701634,32.896800994873,-97.0380020141602,38.7486991882324,-90.370002746582
PIT,MSN,"Pittsburgh, PA","Madison, WI",1592,4250,85,504,2002-01-01,2408973,519570,40.49150085,-80.23290253,43.1399002075195,-89.3375015258789
PUW,PDX,"Pullman, WA","Portland, OR",69,108,6,275,1997-06-01,38463,1800340,46.7439,-117.110001,45.58869934,-122.5979996
STL,IAD,"St. Louis, MO","Washington, DC",504,1070,10,696,1997-03-01,2651494,8966798,38.7486991882324,-90.370002746582,38.94449997,-77.45580292
ORD,LAX,"Chicago, IL","Los Angeles, CA",5831,7920,48,1745,1999-07-01,17655010,24181874,41.97859955,-87.90480042,33.94250107,-118.4079971
SHV,DFW,"Shreveport, LA","Dallas, TX",126,150,1,190,1996-06-01,361277,8994450,32.4466018676758,-93.8255996704102,32.896800994873,-97.0380020141602
YNG,CAK,"Youngstown, OH","Akron, OH",1493,7900,79,47,1991-07-01,614503,663958,41.26070023,-80.67910004,40.9160995483398,-81.4421997070312
CVG,LEX,"Cincinnati, OH","Lexington, KY",2726,4402,31,70,2004-06-01,2083905,432055,39.0488014221,-84.6678009033,38.0364990234375,-84.6059036254883
DTW,DCA,"Detroit, MI","Washington, DC",11373,25305,169,405,1994-01-01,8761684,8673930,42.2123985290527,-83.353401184082,38.8521,-77.037697
EWR,LAX,"Newark, NJ","Los Angeles, CA",7136,7806,45,2454,2004-11-01,18747431,25529180,40.6925010681152,-74.168701171875,33.94250107,-118.4079971
ATL,PHL,"Atlanta, GA","Philadelphia, PA",4028,6160,56,665,1993-02-01,3339551,10961072,33.6366996765137,-84.4281005859375,39.871898651123,-75.241096496582
TPA,PIT,"Tampa, FL","Pittsburgh, PA",600,705,5,873,1996-07-01,2195269,2447532,27.9755001068115,-82.533203125,40.49150085,-80.23290253
SAT,AUS,"San Antonio, TX","Austin, TX",1235,4172,28,70,2000-12-01,1719262,1265715,29.5337009429932,-98.4698028564453,30.1944999694824,-97.6698989868164
RIC,CLT,"Richmond, VA","Charlotte, NC",0,0,0,256,2000-06-01,1100196,1340417,37.505199432373,-77.3197021484375,35.2140007019043,-80.9430999755859
CLE,SBN,"Cleveland, OH","South Bend, IN",47,50,1,232,2003-09-01,2136026,315623,41.4117012024,-81.8498001099,41.7086982727051,-86.3172988891602
GRB,MKE,"Green Bay, WI","Milwaukee, WI",42,122,1,107,1991-07-01,247860,1444492,44.4850997924805,-88.1296005249023,42.9472007751465,-87.896598815918
MEM,LIT,"Memphis, TN","Little Rock, AR",40,110,1,130,1993-07-01,1101200,554606,35.0424003601074,-89.9766998291016,34.7294006348,-92.2242965698
CVG,IAD,"Cincinnati, OH","Washington, DC",731,1450,29,388,2007-08-01,2148315,10626066,39.0488014221,-84.6678009033,38.94449997,-77.45580292
BGM,ABE,"Binghamton, NY","Allentown, PA",22,370,10,110,2002-11-01,251290,756321,42.20869827,-75.97979736,40.652099609375,-75.440803527832
MSP,GEG,"Minneapolis, MN","Spokane, WA",5438,5772,39,1175,2004-06-01,3106569,435011,44.8819999695,-93.2218017578,47.6198997497559,-117.533996582031
SLC,LAS,"Salt Lake City, UT","Las Vegas, NV",3268,4026,61,368,2006-07-01,1072748,1778129,40.7883987426758,-111.977996826172,36.08010101,-115.1520004
RAP,FSD,"Rapid City, SD","Sioux Falls, SD",940,2782,26,317,1990-03-01,103593,154046,44.0452995300293,-103.056999206543,43.5820007324,-96.741897583
SFO,HNL,"San Francisco, CA","Honolulu, HI",15331,17231,60,2398,1997-07-01,7885792,873115,37.6189994812012,-122.375,21.3187007904053,-157.921997070312
CHS,CAE,"Charleston, SC","Columbia, SC",131,142,1,95,2008-01-01,647194,732558,32.89860153,-80.04049683,33.9388008117676,-81.119499206543
CHO,CLT,"Charlottesville, VA","Charlotte, NC",2437,3900,78,245,2007-04-01,192510,1650974,38.138599395752,-78.4529037475586,35.2140007019043,-80.9430999755859
LIT,TUL,"Little Rock, AR","Tulsa, OK",94,97,1,230,1995-05-01,564592,798686,34.7294006348,-92.2242965698,36.1983985900879,-95.8880996704102
CVG,MKE,"Cincinnati, OH","Milwaukee, WI",81,100,2,318,2009-12-01,2171896,1559667,39.0488014221,-84.6678009033,42.9472007751465,-87.896598815918
LAS,CVG,"Las Vegas, NV","Cincinnati, OH",9950,11845,79,1678,2006-05-01,1778129,2122711,36.08010101,-115.1520004,39.0488014221,-84.6678009033
CLT,PVD,"Charlotte, NC","Providence, RI",3542,4732,26,683,2003-02-01,1436890,1617323,35.2140007019043,-80.9430999755859,41.7326011657715,-71.4204025268555
ORD,TUL,"Chicago, IL","Tulsa, OK",1623,4350,29,585,1996-02-01,17287860,807864,41.97859955,-87.90480042,36.1983985900879,-95.8880996704102
PNS,CLT,"Pensacola, FL","Charlotte, NC",4103,5933,91,489,1990-03-01,345479,1029829,30.473400115967,-87.186599731445,35.2140007019043,-80.9430999755859
TYS,ATL,"Knoxville, TN","Atlanta, GA",0,0,0,152,1999-03-01,606304,3988728,35.81100082,-83.9940033,33.6366996765137,-84.4281005859375
ORD,PHL,"Chicago, IL","Philadelphia, PA",3258,5399,27,678,1990-05-01,16395048,10881988,41.97859955,-87.90480042,39.871898651123,-75.241096496582
OAK,SLC,"Oakland, CA","Salt Lake City, UT",84,140,2,588,2008-03-01,4260236,1111600,37.7212982177734,-122.221000671387,40.7883987426758,-111.977996826172
LGA,RIC,"New York, NY","Richmond, VA",1235,4100,82,292,2003-09-01,37342640,1139312,40.77719879,-73.87259674,37.505199432373,-77.3197021484375
LAX,SFO,"Los Angeles, CA","San Francisco, CA",0,0,5,337,2008-04-01,25536790,8520472,33.94250107,-118.4079971,37.6189994812012,-122.375
PDX,PHX,"Portland, OR","Phoenix, AZ",2546,3416,28,1009,1994-08-01,1686298,2549507,45.58869934,-122.5979996,33.4342994689941,-112.012001037598
CLE,SFO,"Cleveland, OH","San Francisco, CA",6104,7424,58,2161,1995-07-01,2130938,7704224,41.4117012024,-81.8498001099,37.6189994812012,-122.375
MSP,ATL,"Minneapolis, MN","Atlanta, GA",4484,6176,86,906,2007-05-01,3204196,5267527,44.8819999695,-93.2218017578,33.6366996765137,-84.4281005859375
ATL,BHM,"Atlanta, GA","Birmingham, AL",511,616,4,134,1999-04-01,3988728,1043600,33.6366996765137,-84.4281005859375,33.56290054,-86.75350189
PHL,MKE,"Philadelphia, PA","Milwaukee, WI",0,0,10,690,2001-09-01,11445082,1511299,39.871898651123,-75.241096496582,42.9472007751465,-87.896598815918
OAK,JFK,"Oakland, CA","New York, NY",6688,9720,53,2576,2001-09-01,4179628,36980058,37.7212982177734,-122.221000671387,40.63980103,-73.77890015
PHX,MDW,"Phoenix, AZ","Chicago, IL",41,78,1,1444,1991-01-01,2302011,16550288,33.4342994689941,-112.012001037598,41.7859992980957,-87.7524032592773
LMT,MFR,"Klamath Falls, OR","Medford, OR",35,108,6,60,1990-10-01,57948,147300,42.1561012268066,-121.733001708984,42.3741989135742,-122.873001098633
CLE,ORD,"Cleveland, OH","Chicago, IL",653,800,8,316,1996-04-01,2130821,17287860,41.4117012024,-81.8498001099,41.97859955,-87.90480042
BDL,PIT,"Hartford, CT","Pittsburgh, PA",3065,4100,82,406,2008-05-01,1191170,2355391,41.9388999939,-72.6831970215,40.49150085,-80.23290253
LAX,SLC,"Los Angeles, CA","Salt Lake City, UT",8114,9299,62,590,2008-07-01,25536790,1111600,33.94250107,-118.4079971,40.7883987426758,-111.977996826172
ELP,PHX,"El Paso, TX","Phoenix, AZ",7478,10138,74,347,2006-06-01,720756,4046571,31.80719948,-106.3779984,33.4342994689941,-112.012001037598
DAL,SAT,"Dallas, TX","San Antonio, TX",4181,7535,55,248,2002-01-01,10953156,1777397,32.8470993041992,-96.8517990112305,29.5337009429932,-98.4698028564453
LAX,SJC,"Los Angeles, CA","San Jose, CA",28228,46443,339,308,1998-02-01,23895178,1690832,33.94250107,-118.4079971,37.3625984191895,-121.929000854492
ATL,DSM,"Atlanta, GA","Des Moines, IA",3017,4060,58,743,2004-06-01,4802300,511589,33.6366996765137,-84.4281005859375,41.5340003967285,-93.6631011962891
CLE,BOS,"Cleveland, OH","Boston, MA",64,144,1,563,1996-05-01,2130821,8407438,41.4117012024,-81.8498001099,42.36429977,-71.00520325
ILN,MSP,"Wilmington, OH","Minneapolis, MN",0,0,8,606,2002-12-01,41220,3053303,39.427898407,-83.792098999,44.8819999695,-93.2218017578
LAN,FNT,"Lansing, MI","Flint, MI",384,1380,30,45,1992-12-01,439773,431654,42.7787017822266,-84.58740234375,42.9654006958008,-83.7435989379883
ATL,IAH,"Atlanta, GA","Houston, TX",8243,10386,80,689,1994-03-01,3444861,4127013,33.6366996765137,-84.4281005859375,29.9843997955322,-95.3414001464844
PHL,ATL,"Philadelphia, PA","Atlanta, GA",7305,9238,62,665,1996-12-01,11007158,3652439,39.871898651123,-75.241096496582,33.6366996765137,-84.4281005859375
SEA,BOS,"Seattle, WA","Boston, MA",2630,4380,30,2496,1999-10-01,5900502,8550938,47.4490013122559,-122.30899810791,42.36429977,-71.00520325
DAY,ORD,"Dayton, OH","Chicago, IL",2630,2900,58,240,2003-05-01,845508,18572324,39.902400970459,-84.2193984985352,41.97859955,-87.90480042
OMA,MDW,"Omaha, NE","Chicago, IL",1924,3416,28,423,2000-06-01,769117,18235464,41.3031997680664,-95.8940963745117,41.7859992980957,-87.7524032592773
JAN,ATL,"Jackson, MS","Atlanta, GA",2285,2800,56,341,2005-08-01,521493,4947012,32.3111991882,-90.0758972168,33.6366996765137,-84.4281005859375
MSY,MCO,"New Orleans, LA","Orlando, FL",2197,3151,23,550,2005-02-01,1313460,1939766,29.9934005737305,-90.2580032348633,28.4293994903564,-81.3089981079102
MSP,PHL,"Minneapolis, MN","Philadelphia, PA",118,180,1,980,2005-01-01,3132772,11701242,44.8819999695,-93.2218017578,39.871898651123,-75.241096496582
IAH,DFW,"Houston, TX","Dallas, TX",6660,8439,97,224,2003-06-01,5084017,11164066,29.9843997955322,-95.3414001464844,32.896800994873,-97.0380020141602
DTW,MKE,"Detroit, MI","Milwaukee, WI",3463,4440,30,238,2008-06-01,8847562,1550451,42.2123985290527,-83.353401184082,42.9472007751465,-87.896598815918
DFW,SAT,"Dallas, TX","San Antonio, TX",38303,50438,391,247,2003-12-01,11164066,1808267,32.896800994873,-97.0380020141602,29.5337009429932,-98.4698028564453
ABQ,HOU,"Albuquerque, NM","Houston, TX",4722,7672,56,759,2005-04-01,798722,5299567,35.0401992797852,-106.609001159668,29.64539909,-95.27890015
JAX,FLL,"Jacksonville, FL","Fort Lauderdale, FL",6901,10370,85,318,1999-09-01,1077513,4760522,30.4941005706787,-81.6878967285156,26.0725994110107,-80.152702331543
ABQ,PHX,"Albuquerque, NM","Phoenix, AZ",439,1050,7,328,2001-09-01,739531,3388445,35.0401992797852,-106.609001159668,33.4342994689941,-112.012001037598
CMH,DCA,"Columbus, OH","Washington, DC",64,134,1,322,1994-03-01,1484995,8673930,39.9980010986328,-82.8918991088867,38.8521,-77.037697
DCA,MSP,"Washington, DC","Minneapolis, MN",4090,5704,31,931,1991-12-01,8369110,2581103,38.8521,-77.037697,44.8819999695,-93.2218017578
DCA,SYR,"Washington, DC","Syracuse, NY",362,902,9,298,1998-02-01,9079986,652649,38.8521,-77.037697,43.111198425293,-76.1063003540039
IAH,GSO,"Houston, TX","Greensboro, NC",2011,3811,37,986,1996-02-01,4268132,584768,29.9843997955322,-95.3414001464844,36.0978012084961,-79.9373016357422
